"","grant_id","start_date","end_date","recipient_id","recipient_name","recipient_country","Africa","Asia","World","SouthAmerica","NorthAmerica","Europe","Oceania","duration_days","duration_years","amount"
"17",46565,2012-11-09,2016-12-31,130455,"Consortium of International Agricultural Research Centers","France",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1513,4.14520547945205,4992246
"18",46567,2011-11-15,2017-06-30,130461,"Global Alliance For Livestock Veterinary Medicines","United Kingdom of Great Britain and Northern Ireland",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2054,5.62739726027397,41222104
"19",46568,2011-11-01,2016-10-30,130464,"Cooperative for Assistance and Relief Everywhere, Inc.","United States of America",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1825,5,15000000
"20",46570,2011-01-06,2013-12-31,130470,"International Development Enterprises","United States of America",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1090,2.98630136986301,7315925
"21",46583,2012-09-20,2015-09-30,130509,"World University Service of Canada","Canada",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1105,3.02739726027397,1605835
"22",46591,2012-06-13,2014-12-31,130533,"Research Foundation of the City University of New York","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,931,2.55068493150685,997567
"23",46593,2012-10-31,2015-10-31,130539,"South African Institute for Distance Education","South Africa",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1095,3,1174956
"24",46594,2011-11-11,2013-03-31,130542,"Excelencia in Education","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,506,1.38630136986301,750000
"25",46603,2011-03-01,2013-08-31,130569,"Global Fund for Women, Inc.","United States of America",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,914,2.5041095890411,875031
"26",46617,2011-09-12,2013-08-31,130611,"Ministry of Culture of Colombia","Colombia",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,719,1.96986301369863,3286334
"27",46618,2011-06-27,2014-12-31,130614,"Coca-Cola Foundation Indonesia","Indonesia",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1283,3.51506849315069,4971831
"28",46626,2011-02-09,2014-07-31,130638,"United States International University","Kenya",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1268,3.47397260273973,497906
"29",46627,2011-02-09,2014-07-31,130641,"United States International University","Kenya",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1268,3.47397260273973,299982
"30",46665,2011-10-05,2014-10-31,130755,"Synergos Institute, Inc","United States of America",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1122,3.07397260273973,8599506
"31",46673,2011-05-05,2015-12-31,130779,"Universal Postal Union","Switzerland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1701,4.66027397260274,684055
"32",46679,2011-02-22,2013-06-30,130797,"Urban Libraries Council","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,859,2.35342465753425,994047
"33",46680,2011-02-22,2014-03-31,130800,"Urban Libraries Council","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1133,3.1041095890411,799050
"34",46681,2011-03-04,2013-06-30,130803,"American Library Association","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,849,2.32602739726027,816862
"35",46682,2011-03-04,2014-12-31,130806,"American Library Association","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1398,3.83013698630137,50586
"36",46691,2011-08-11,2012-02-29,130833,"Student Veterans of America","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,202,0.553424657534247,354000
"37",46692,2012-04-24,2017-05-31,130836,"Vera Institute of Justice Inc.","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1863,5.1041095890411,1000000
"38",46754,2011-04-19,2013-03-31,131022,"Young Women's Christian Association of Seattle-King County-Snohomish County","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,712,1.95068493150685,250000
"39",46815,2012-11-09,2015-12-31,131205,"PATH Drug Solutions","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1147,3.14246575342466,14345371
"40",46882,2012-05-10,2012-06-10,131406,"Seattle Public Schools","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,31,0.0849315068493151,47676
"41",46912,2011-11-22,2013-06-30,131496,"King County Department of Community and Human Services","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,586,1.60547945205479,686665
"42",46913,2011-11-18,2013-05-30,131499,"Pierce County","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,559,1.53150684931507,587975
"43",46914,2011-11-21,2012-12-31,131502,"Workforce Development Council Snohomish County","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,406,1.11232876712329,400000
"44",46915,2012-11-02,2014-06-30,131505,"Workforce Development Council Snohomish County","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,605,1.65753424657534,402500
"45",46917,2012-09-01,2013-10-31,131511,"Building Changes","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,425,1.16438356164384,3500000
"46",46918,2011-03-04,2013-12-31,131514,"Building Changes","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1033,2.83013698630137,3711459
"47",46924,2011-10-11,2013-12-31,131532,"Development Initiatives Poverty Research Ltd","United Kingdom of Great Britain and Northern Ireland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,812,2.22465753424658,2903531
"48",46925,2011-10-11,2014-02-28,131535,"Development Initiatives Poverty Research Ltd","United Kingdom of Great Britain and Northern Ireland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,871,2.38630136986301,2250726
"49",46936,2011-01-31,2015-12-31,131568,"State of Washington Department of Social and Health Services","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1795,4.91780821917808,777167
"50",46950,2011-04-14,2014-05-31,131610,"Cornell University","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1143,3.13150684931507,3138514
"51",46953,2011-04-18,2013-04-30,131619,"The Albert B. Sabin Vaccine Institute, Inc.","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,743,2.03561643835616,12085497
"52",46957,2011-04-21,2014-03-31,131631,"World Health Organization","Switzerland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1075,2.94520547945205,1498947
"53",46981,2011-05-09,2015-08-31,131703,"International Food Policy Research Institute","United States of America",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1575,4.31506849315068,3594952
"54",46987,2011-03-23,2014-03-31,131721,"Seattle Biomedical Research Institute","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1104,3.02465753424658,8945665
"55",46996,2011-11-11,2016-11-30,131748,"University of Bamako","Mali",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1846,5.05753424657534,2872987
"56",47000,2011-04-21,2016-12-31,131760,"United States Fund for UNICEF","United States of America",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2081,5.7013698630137,8277941
"57",47016,2011-05-02,2014-04-15,131808,"World Health Organization","Switzerland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1079,2.95616438356164,1691774
"58",47018,2011-02-15,2015-10-31,131814,"Clinton Health Access Initiative Inc","United States of America",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1719,4.70958904109589,9890872
"59",47019,2011-02-15,2015-10-31,131817,"Clinton Health Access Initiative Inc","United States of America",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1719,4.70958904109589,7480418
"60",47020,2011-04-21,2014-03-30,131820,"Agence de Mu00c3u00a9decine Pru00c3u00a9ventive","France",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1074,2.94246575342466,4315471
"61",47021,2011-07-20,2015-03-15,131823,"International Bank for Reconstruction and Development","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1334,3.65479452054795,12500000
"62",47025,2011-04-15,2012-04-30,131835,"Louisiana Association of Public Charter Schools","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,381,1.04383561643836,450000
"63",47035,2011-07-22,2013-12-30,131865,"JSI Research & Training Institute, Inc","United States of America",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,892,2.44383561643836,3714089
"64",47036,2011-07-22,2019-07-31,131868,"JSI Research & Training Institute, Inc","United States of America",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2931,8.03013698630137,698855
"65",47039,2011-05-12,2015-04-28,131877,"The Presidents and Fellows of Harvard College","United States of America",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1447,3.96438356164384,14149388
"66",47042,2011-04-28,2014-05-01,131886,"Management Sciences for Health","United States of America",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1099,3.01095890410959,8623188
"67",47052,2011-07-25,2013-12-31,131916,"Duke University","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,890,2.43835616438356,2707711
"68",47054,2011-09-22,2014-06-30,131922,"J. Craig Venter Institute","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1012,2.77260273972603,3000051
"69",47057,2011-11-21,2014-12-31,131931,"Novartis Vaccines and Diagnostics, Inc.","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1136,3.11232876712329,14756274
"70",47058,2011-04-26,2017-04-30,131934,"University of Maryland, Baltimore","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2196,6.01643835616438,16804024
"71",47059,2011-03-17,2014-12-31,131937,"University of Cape Town","South Africa",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1385,3.79452054794521,7567425
"72",47065,2011-03-18,2014-03-31,131955,"Liverpool School of Tropical Medicine","United Kingdom of Great Britain and Northern Ireland",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1109,3.03835616438356,4217459
"73",47066,2011-03-18,2014-12-31,131958,"Liverpool School of Tropical Medicine","United Kingdom of Great Britain and Northern Ireland",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1384,3.79178082191781,109000
"74",47070,2011-06-23,2015-04-14,131970,"Drugs for Neglected Diseases initiative","Switzerland",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1391,3.81095890410959,9000000
"75",47122,2011-06-06,2013-12-31,132126,"Conservation International Foundation","United States of America",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,939,2.57260273972603,496793
"76",47134,2011-06-07,2013-06-30,132162,"Regents of the University of Michigan","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,754,2.06575342465753,146547
"77",47141,2011-03-31,2012-05-15,132183,"World Health Organization","Switzerland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,411,1.12602739726027,225121
"78",47149,2012-02-09,2014-06-30,132207,"University of the People","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,872,2.38904109589041,499746
"79",47156,2012-10-02,2013-09-30,132228,"Chancellor Masters & Scholars of the University of Oxford","United Kingdom of Great Britain and Northern Ireland",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,363,0.994520547945206,250000
"80",47157,2011-03-02,2013-12-31,132231,"Bread for the World Institute Inc.","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1035,2.83561643835616,2999716
"81",47158,2011-03-02,2014-01-31,132234,"Bread for the World Institute Inc.","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1066,2.92054794520548,900000
"82",47161,2011-01-20,2013-07-31,132243,"Pennsylvania State University","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,923,2.52876712328767,998578
"83",47165,2012-10-03,2015-04-30,132255,"Foundation for Innovative New Diagnostics","Switzerland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,939,2.57260273972603,11799022
"84",47166,2012-01-25,2017-12-31,132258,"Aeras Global TB Vaccine Foundation","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2167,5.93698630136986,207660483
"85",47170,2012-02-18,2014-12-31,132270,"United Nations Development Programme","Ethiopia",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1047,2.86849315068493,1035312
"86",47185,2011-07-05,2013-06-30,132315,"University of Pittsburgh","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,726,1.98904109589041,830146
"87",47194,2011-12-22,2031-01-01,132342,"Global Fund to Fight AIDS, Tuberculosis and Malaria","Switzerland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6950,19.041095890411,750000000
"88",47196,2011-03-10,2011-12-31,132348,"Association of Charitable Foundations","United Kingdom of Great Britain and Northern Ireland",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,296,0.810958904109589,25000
"89",47200,2011-01-24,2013-06-30,132360,"Reasoning Mind, Inc.","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,888,2.43287671232877,742996
"90",47207,2011-11-14,2013-11-30,132381,"Telenor Pakistan","Pakistan",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,747,2.04657534246575,6500000
"91",47213,2011-02-18,2014-02-28,132399,"University of Maryland, Baltimore","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1106,3.03013698630137,1299704
"92",47216,2011-05-10,2013-05-31,132408,"Trustees of Columbia University in the City of New York","United States of America",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,752,2.06027397260274,1525979
"93",47220,2012-10-16,2018-01-31,132420,"African Agricultural Technology Foundation","Kenya",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1933,5.2958904109589,45696202
"94",47226,2011-01-18,2014-12-31,132438,"Educause","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1443,3.95342465753425,10407363
"95",47228,2011-09-21,2013-06-30,132444,"New Schools Fund","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,648,1.77534246575342,3000000
"96",47229,2011-02-09,2013-12-31,132447,"The Achievement Network Ltd","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1056,2.89315068493151,1500596
"97",47243,2011-06-07,2013-06-30,132489,"United Way of Southern Cameron County","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,754,2.06575342465753,1299909
"98",47244,2011-06-07,2013-06-30,132492,"Amarillo Area Foundation Inc.","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,754,2.06575342465753,1300000
"99",47245,2011-06-08,2013-06-30,132495,"North Carolina State University","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,753,2.06301369863014,1299998
"100",47246,2011-06-23,2015-06-12,132498,"Medical Research Council (UK)","Gambia",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1450,3.97260273972603,6885840
"101",47263,2012-06-23,2014-09-30,132549,"Association of African Business Schools","South Africa",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,829,2.27123287671233,1492904
"102",47269,2011-01-31,2012-04-29,132567,"Institute of Development Studies","United Kingdom of Great Britain and Northern Ireland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,454,1.24383561643836,497912
"103",47287,2011-03-03,2014-02-28,132621,"Naturalia et Biologia","France",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1093,2.99452054794521,1138580
"104",47321,2011-09-26,2014-08-31,132723,"African Population and Health Research Centre","Kenya",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1070,2.93150684931507,2996121
"105",47332,2011-03-30,2014-04-30,132756,"Tsinghua University","China",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1127,3.08767123287671,1150000
"106",47337,2012-07-20,2014-12-31,132771,"University Health Network","Canada",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,894,2.44931506849315,549634
"107",47340,2011-02-18,2013-10-31,132780,"Diagnostics For All Inc.","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,986,2.7013698630137,1988318
"108",47359,2011-11-08,2013-05-31,132837,"Fondation Merieux","France",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,570,1.56164383561644,1217668
"109",47369,2011-03-11,2012-12-31,132867,"Meridian Institute","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,661,1.81095890410959,1500000
"110",47371,2012-06-01,2016-05-31,132873,"International Institute of Tropical Agriculture","Nigeria",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1460,4,5721526
"111",47375,2011-02-24,2012-03-31,132885,"Montrose Regional Library District","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,401,1.0986301369863,19790
"112",47376,2012-02-15,2013-03-31,132888,"Independence Public Library","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,410,1.12328767123288,19790
"113",47377,2011-02-23,2012-03-31,132891,"Ames Free Library of Easton Inc","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,402,1.1013698630137,9790
"114",47378,2011-03-02,2012-03-31,132894,"Page Public Library","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,395,1.08219178082192,9790
"115",47379,2012-02-15,2013-03-31,132897,"Town of Dover","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,410,1.12328767123288,9790
"116",47380,2012-02-16,2013-03-31,132900,"City of Decatur","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,409,1.12054794520548,9790
"117",47388,2011-03-03,2013-06-30,132924,"American Library Association","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,850,2.32876712328767,175697
"118",47389,2011-03-03,2013-06-30,132927,"American Library Association","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,850,2.32876712328767,81627
"119",47390,2011-02-24,2012-02-29,132930,"TechSoup Global","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,370,1.01369863013699,78545
"120",47391,2011-02-28,2012-02-29,132933,"Online Computer Library Center, Inc.","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,366,1.0027397260274,139955
"121",47392,2011-02-25,2013-09-30,132936,"Lyrasis, Inc.","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,948,2.5972602739726,141103
"122",47393,2011-02-25,2013-10-31,132939,"Lyrasis, Inc.","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,979,2.68219178082192,126210
"123",47394,2011-03-01,2013-06-30,132942,"International City County Management Association","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,852,2.33424657534247,290982
"124",47395,2011-02-23,2013-06-30,132945,"Texas State Library and Archives Commission","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,858,2.35068493150685,67004
"125",47396,2011-03-03,2013-06-30,132948,"California State Library","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,850,2.32876712328767,50820
"126",47397,2011-02-23,2013-06-30,132951,"Oklahoma Department of Libraries","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,858,2.35068493150685,56990
"127",47415,2011-01-06,2013-06-30,133005,"Battelle For Kids","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,906,2.48219178082192,1307738
"128",47421,2011-06-24,2013-09-30,133023,"Seattle Children's Hospital Foundation","United States of America",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,829,2.27123287671233,2350027
"129",47423,2011-10-18,2013-05-01,133029,"Sister Cities International","United States of America",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,561,1.53698630136986,1539932
"130",47424,2011-10-07,2015-10-15,133032,"Global Communities","United States of America",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1469,4.02465753424658,4000000
"131",47425,2011-11-10,2016-10-31,133035,"Trustees of Columbia University in the City of New York","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1817,4.97808219178082,15000000
"132",47433,2011-10-28,2012-12-31,133059,"U.S. Education Delivery Institute, Inc.","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,430,1.17808219178082,1250000
"133",47436,2011-11-18,2013-12-31,133068,"University of Chicago","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,774,2.12054794520548,1418622
"134",47455,2011-02-01,2013-06-28,133125,"Universidad Nacional de La Plata","Argentina",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,878,2.40547945205479,908223
"135",47475,2011-04-08,2014-02-28,133185,"London School of Hygiene and Tropical Medicine","United Kingdom of Great Britain and Northern Ireland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1057,2.8958904109589,917380
"136",47476,2011-10-20,2013-10-31,133188,"The Walter and Eliza Hall Institute of Medical Research","Australia",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,742,2.03287671232877,999385
"137",47478,2011-03-30,2014-03-31,133194,"Regents of the University of California","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1097,3.00547945205479,999866
"138",47484,2011-11-18,2012-08-31,133212,"Jobs for the Future Inc.","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,287,0.786301369863014,497499
"139",47490,2011-05-23,2013-12-31,133230,"Board of Regents of the University of Nebraska","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,953,2.61095890410959,611119
"140",47491,2011-03-22,2013-12-31,133233,"University of New Mexico","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1015,2.78082191780822,903769
"141",47492,2011-01-14,2014-03-31,133236,"Royal Institution for the Advancement of Learning - McGill University","Canada",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1172,3.21095890410959,499970
"142",47493,2011-01-14,2014-07-31,133239,"Royal Institution for the Advancement of Learning McGill University","Canada",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1294,3.54520547945205,276827
"143",47498,2011-04-05,2014-03-31,133254,"The Regents of the University of California","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1091,2.98904109589041,997235
"144",47499,2011-02-06,2013-12-31,133257,"University of Exeter","United Kingdom of Great Britain and Northern Ireland",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1059,2.9013698630137,996171
"145",47500,2011-04-21,2013-03-14,133260,"Massachusetts Institute of Technology","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,693,1.8986301369863,490904
"146",47501,2011-03-21,2014-03-31,133263,"Stichting Katholieke Universiteit","Netherlands",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1106,3.03013698630137,999997
"147",47504,2011-05-01,2012-10-31,133272,"GE India Technology Centre Private Limited","India",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,549,1.5041095890411,100000
"148",47516,2011-04-01,2015-05-31,133308,"InterAction American Council for Voluntary International Action, Inc.","United States of America",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1521,4.16712328767123,1500000
"149",47517,2011-04-15,2012-10-31,133311,"Foundation Biomedical Primate Research Centre","Netherlands",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,565,1.54794520547945,100000
"150",47521,2011-02-07,2012-09-30,133323,"Seattle University","United States of America",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,601,1.64657534246575,180327
